"Step","1873380_2 - train/loss","1873380_2 - train/loss__MIN","1873380_2 - train/loss__MAX","4395274 - train/loss","4395274 - train/loss__MIN","4395274 - train/loss__MAX","1940028_1 - train/loss","1940028_1 - train/loss__MIN","1940028_1 - train/loss__MAX","4520555_1 - train/loss","4520555_1 - train/loss__MIN","4520555_1 - train/loss__MAX","2536305_1 - train/loss","2536305_1 - train/loss__MIN","2536305_1 - train/loss__MAX","2536333_1 - train/loss","2536333_1 - train/loss__MIN","2536333_1 - train/loss__MAX","1940035_0 - train/loss","1940035_0 - train/loss__MIN","1940035_0 - train/loss__MAX"
"178300","5478.3623046875","5478.3623046875","5478.3623046875","5294.435546875","5294.435546875","5294.435546875","5791.0068359375","5791.0068359375","5791.0068359375","6565.11083984375","6565.11083984375","6565.11083984375","7300.375","7300.375","7300.375","7174.62353515625","7174.62353515625","7174.62353515625","6031.21435546875","6031.21435546875","6031.21435546875"
"178400","5501.189453125","5501.189453125","5501.189453125","5214.28125","5214.28125","5214.28125","5954.83984375","5954.83984375","5954.83984375","6455.75634765625","6455.75634765625","6455.75634765625","7286.9814453125","7286.9814453125","7286.9814453125","7581.0908203125","7581.0908203125","7581.0908203125","5857.80859375","5857.80859375","5857.80859375"
"178500","5530.25","5530.25","5530.25","5255.07666015625","5255.07666015625","5255.07666015625","6125.4423828125","6125.4423828125","6125.4423828125","6559.7763671875","6559.7763671875","6559.7763671875","7336.96484375","7336.96484375","7336.96484375","7819.96142578125","7819.96142578125","7819.96142578125","5622.21044921875","5622.21044921875","5622.21044921875"
"178600","5664.67431640625","5664.67431640625","5664.67431640625","5346.28125","5346.28125","5346.28125","5912.8486328125","5912.8486328125","5912.8486328125","6554.47607421875","6554.47607421875","6554.47607421875","7302.77392578125","7302.77392578125","7302.77392578125","7762.53857421875","7762.53857421875","7762.53857421875","5462.91552734375","5462.91552734375","5462.91552734375"
"178700","5520.6962890625","5520.6962890625","5520.6962890625","5337.486328125","5337.486328125","5337.486328125","5821.2412109375","5821.2412109375","5821.2412109375","6570.14111328125","6570.14111328125","6570.14111328125","6592.10791015625","6592.10791015625","6592.10791015625","7701.28125","7701.28125","7701.28125","5473.412109375","5473.412109375","5473.412109375"
"178800","5563.98193359375","5563.98193359375","5563.98193359375","5288.802734375","5288.802734375","5288.802734375","5881.990234375","5881.990234375","5881.990234375","6617.2548828125","6617.2548828125","6617.2548828125","6633.2138671875","6633.2138671875","6633.2138671875","7655.5283203125","7655.5283203125","7655.5283203125","5465.4326171875","5465.4326171875","5465.4326171875"
"178900","5656.17236328125","5656.17236328125","5656.17236328125","5305.521484375","5305.521484375","5305.521484375","5847.2685546875","5847.2685546875","5847.2685546875","6551.86376953125","6551.86376953125","6551.86376953125","7124.6845703125","7124.6845703125","7124.6845703125","7681.34521484375","7681.34521484375","7681.34521484375","5566.4599609375","5566.4599609375","5566.4599609375"
"179000","5609.4580078125","5609.4580078125","5609.4580078125","5320.990234375","5320.990234375","5320.990234375","5728.953125","5728.953125","5728.953125","6508.12353515625","6508.12353515625","6508.12353515625","6897.47607421875","6897.47607421875","6897.47607421875","7834.82373046875","7834.82373046875","7834.82373046875","5724.916015625","5724.916015625","5724.916015625"
"179100","5680.46728515625","5680.46728515625","5680.46728515625","5251.2392578125","5251.2392578125","5251.2392578125","6045.03076171875","6045.03076171875","6045.03076171875","6637.43896484375","6637.43896484375","6637.43896484375","6729.08447265625","6729.08447265625","6729.08447265625","7801.68359375","7801.68359375","7801.68359375","5570.4931640625","5570.4931640625","5570.4931640625"
"179200","5507.5654296875","5507.5654296875","5507.5654296875","5309.8798828125","5309.8798828125","5309.8798828125","5931.63232421875","5931.63232421875","5931.63232421875","6616.91748046875","6616.91748046875","6616.91748046875","6820.25244140625","6820.25244140625","6820.25244140625","7388.2998046875","7388.2998046875","7388.2998046875","5684.828125","5684.828125","5684.828125"
"179300","5439.37939453125","5439.37939453125","5439.37939453125","5297.62890625","5297.62890625","5297.62890625","6034.53125","6034.53125","6034.53125","6538.7529296875","6538.7529296875","6538.7529296875","6951.18359375","6951.18359375","6951.18359375","7538.87353515625","7538.87353515625","7538.87353515625","5693.9814453125","5693.9814453125","5693.9814453125"
"179400","5385.6357421875","5385.6357421875","5385.6357421875","5316.6435546875","5316.6435546875","5316.6435546875","5938.3056640625","5938.3056640625","5938.3056640625","6445.109375","6445.109375","6445.109375","6993.3330078125","6993.3330078125","6993.3330078125","7613.7099609375","7613.7099609375","7613.7099609375","5935.6123046875","5935.6123046875","5935.6123046875"
"179500","5539.91259765625","5539.91259765625","5539.91259765625","5359.69580078125","5359.69580078125","5359.69580078125","5917.9814453125","5917.9814453125","5917.9814453125","6557.72705078125","6557.72705078125","6557.72705078125","7150.95166015625","7150.95166015625","7150.95166015625","7678.61083984375","7678.61083984375","7678.61083984375","5983.126953125","5983.126953125","5983.126953125"
"179600","5554.84619140625","5554.84619140625","5554.84619140625","5394.53076171875","5394.53076171875","5394.53076171875","5863.9150390625","5863.9150390625","5863.9150390625","6463.61767578125","6463.61767578125","6463.61767578125","7225.71923828125","7225.71923828125","7225.71923828125","7702.5068359375","7702.5068359375","7702.5068359375","6009.470703125","6009.470703125","6009.470703125"
"179700","5613.09375","5613.09375","5613.09375","5274.322265625","5274.322265625","5274.322265625","5849.2685546875","5849.2685546875","5849.2685546875","6537.3349609375","6537.3349609375","6537.3349609375","6834.89013671875","6834.89013671875","6834.89013671875","7712.19384765625","7712.19384765625","7712.19384765625","6048.97021484375","6048.97021484375","6048.97021484375"
"179800","5694.46435546875","5694.46435546875","5694.46435546875","5300.02294921875","5300.02294921875","5300.02294921875","5992.58740234375","5992.58740234375","5992.58740234375","6551.22705078125","6551.22705078125","6551.22705078125","6884.62451171875","6884.62451171875","6884.62451171875","7747.31494140625","7747.31494140625","7747.31494140625","6112.46630859375","6112.46630859375","6112.46630859375"
"179900","5618.80615234375","5618.80615234375","5618.80615234375","5244.36181640625","5244.36181640625","5244.36181640625","5896.05859375","5896.05859375","5896.05859375","6544.7587890625","6544.7587890625","6544.7587890625","7332.0068359375","7332.0068359375","7332.0068359375","7791.5244140625","7791.5244140625","7791.5244140625","6128.107421875","6128.107421875","6128.107421875"
"180000","5494.3076171875","5494.3076171875","5494.3076171875","5199.2763671875","5199.2763671875","5199.2763671875","5895.779296875","5895.779296875","5895.779296875","6477.80615234375","6477.80615234375","6477.80615234375","6762.912109375","6762.912109375","6762.912109375","7716.93310546875","7716.93310546875","7716.93310546875","6131.17919921875","6131.17919921875","6131.17919921875"
"180100","5685.44580078125","5685.44580078125","5685.44580078125","5217.10693359375","5217.10693359375","5217.10693359375","5788.92431640625","5788.92431640625","5788.92431640625","6463.98828125","6463.98828125","6463.98828125","7279.24951171875","7279.24951171875","7279.24951171875","7733.53564453125","7733.53564453125","7733.53564453125","5950.85546875","5950.85546875","5950.85546875"
"180200","5487.2548828125","5487.2548828125","5487.2548828125","5193.748046875","5193.748046875","5193.748046875","5940.0048828125","5940.0048828125","5940.0048828125","6414.71826171875","6414.71826171875","6414.71826171875","7682.4130859375","7682.4130859375","7682.4130859375","7774.634765625","7774.634765625","7774.634765625","5884.3623046875","5884.3623046875","5884.3623046875"
"180300","5738.0751953125","5738.0751953125","5738.0751953125","5200.32080078125","5200.32080078125","5200.32080078125","5970.7763671875","5970.7763671875","5970.7763671875","6128.51806640625","6128.51806640625","6128.51806640625","7631.3955078125","7631.3955078125","7631.3955078125","7722.70947265625","7722.70947265625","7722.70947265625","5907.4287109375","5907.4287109375","5907.4287109375"
"180400","5606.5498046875","5606.5498046875","5606.5498046875","5179.181640625","5179.181640625","5179.181640625","6300.84619140625","6300.84619140625","6300.84619140625","6301.15478515625","6301.15478515625","6301.15478515625","7439.07080078125","7439.07080078125","7439.07080078125","7741.54443359375","7741.54443359375","7741.54443359375","5930.25390625","5930.25390625","5930.25390625"
"180500","5540.22509765625","5540.22509765625","5540.22509765625","5178.11865234375","5178.11865234375","5178.11865234375","6071.21142578125","6071.21142578125","6071.21142578125","6575.060546875","6575.060546875","6575.060546875","7190.998046875","7190.998046875","7190.998046875","7762.3349609375","7762.3349609375","7762.3349609375","5946.75","5946.75","5946.75"
"180600","5564.7626953125","5564.7626953125","5564.7626953125","5144.197265625","5144.197265625","5144.197265625","5966.70751953125","5966.70751953125","5966.70751953125","6613.5888671875","6613.5888671875","6613.5888671875","6987.71435546875","6987.71435546875","6987.71435546875","7781.9189453125","7781.9189453125","7781.9189453125","5935.53955078125","5935.53955078125","5935.53955078125"
"180700","5382.005859375","5382.005859375","5382.005859375","5211.47607421875","5211.47607421875","5211.47607421875","5930.78125","5930.78125","5930.78125","6472.333984375","6472.333984375","6472.333984375","7205.08740234375","7205.08740234375","7205.08740234375","7669.33642578125","7669.33642578125","7669.33642578125","5965.3955078125","5965.3955078125","5965.3955078125"
"180800","5519.6181640625","5519.6181640625","5519.6181640625","5260.24609375","5260.24609375","5260.24609375","5930.36865234375","5930.36865234375","5930.36865234375","6483.20947265625","6483.20947265625","6483.20947265625","7322.69580078125","7322.69580078125","7322.69580078125","7661.232421875","7661.232421875","7661.232421875","5761.09375","5761.09375","5761.09375"
"180900","5420.8369140625","5420.8369140625","5420.8369140625","5172.361328125","5172.361328125","5172.361328125","5983.39453125","5983.39453125","5983.39453125","6536.1064453125","6536.1064453125","6536.1064453125","7271.0224609375","7271.0224609375","7271.0224609375","7636.61181640625","7636.61181640625","7636.61181640625","5564.12548828125","5564.12548828125","5564.12548828125"
"181000","5530.1630859375","5530.1630859375","5530.1630859375","5194.68505859375","5194.68505859375","5194.68505859375","6011.25146484375","6011.25146484375","6011.25146484375","6595.81494140625","6595.81494140625","6595.81494140625","7247.322265625","7247.322265625","7247.322265625","7236.482421875","7236.482421875","7236.482421875","5466.091796875","5466.091796875","5466.091796875"
"181100","5550.92626953125","5550.92626953125","5550.92626953125","5145.9013671875","5145.9013671875","5145.9013671875","5911.3466796875","5911.3466796875","5911.3466796875","6571.75830078125","6571.75830078125","6571.75830078125","7189.8701171875","7189.8701171875","7189.8701171875","7738.53564453125","7738.53564453125","7738.53564453125","5634.1767578125","5634.1767578125","5634.1767578125"
"181200","5262.7470703125","5262.7470703125","5262.7470703125","5215.4755859375","5215.4755859375","5215.4755859375","5918.177734375","5918.177734375","5918.177734375","6606.99365234375","6606.99365234375","6606.99365234375","7223.876953125","7223.876953125","7223.876953125","7952.9443359375","7952.9443359375","7952.9443359375","5756.474609375","5756.474609375","5756.474609375"
"181300","5493.3251953125","5493.3251953125","5493.3251953125","5213.7587890625","5213.7587890625","5213.7587890625","5744.74365234375","5744.74365234375","5744.74365234375","6633.896484375","6633.896484375","6633.896484375","7127.37353515625","7127.37353515625","7127.37353515625","7944.0849609375","7944.0849609375","7944.0849609375","5870.85498046875","5870.85498046875","5870.85498046875"
"181400","5480.40625","5480.40625","5480.40625","5206.24853515625","5206.24853515625","5206.24853515625","5794.01171875","5794.01171875","5794.01171875","6573.77685546875","6573.77685546875","6573.77685546875","7114.3623046875","7114.3623046875","7114.3623046875","7731.16748046875","7731.16748046875","7731.16748046875","5965.25048828125","5965.25048828125","5965.25048828125"
"181500","5592.75","5592.75","5592.75","5215.421875","5215.421875","5215.421875","5960.70166015625","5960.70166015625","5960.70166015625","6544.17431640625","6544.17431640625","6544.17431640625","7160.0498046875","7160.0498046875","7160.0498046875","7244.96142578125","7244.96142578125","7244.96142578125","5960.32080078125","5960.32080078125","5960.32080078125"
"181600","5613.18603515625","5613.18603515625","5613.18603515625","5200.1884765625","5200.1884765625","5200.1884765625","5865.45068359375","5865.45068359375","5865.45068359375","6598.58056640625","6598.58056640625","6598.58056640625","7140.78076171875","7140.78076171875","7140.78076171875","7520.125","7520.125","7520.125","6010.013671875","6010.013671875","6010.013671875"
"181700","5650.32568359375","5650.32568359375","5650.32568359375","5167.2919921875","5167.2919921875","5167.2919921875","6035.716796875","6035.716796875","6035.716796875","6662.9267578125","6662.9267578125","6662.9267578125","7049.662109375","7049.662109375","7049.662109375","7698.60302734375","7698.60302734375","7698.60302734375","5945.82568359375","5945.82568359375","5945.82568359375"
"181800","5778.580078125","5778.580078125","5778.580078125","5174.35595703125","5174.35595703125","5174.35595703125","6041.6650390625","6041.6650390625","6041.6650390625","6674.75","6674.75","6674.75","7086.517578125","7086.517578125","7086.517578125","7753.6962890625","7753.6962890625","7753.6962890625","5972.2568359375","5972.2568359375","5972.2568359375"
"181900","5607.51171875","5607.51171875","5607.51171875","5122.5869140625","5122.5869140625","5122.5869140625","5857.06884765625","5857.06884765625","5857.06884765625","6575.82861328125","6575.82861328125","6575.82861328125","6964.87109375","6964.87109375","6964.87109375","7779.92236328125","7779.92236328125","7779.92236328125","5987.634765625","5987.634765625","5987.634765625"
"182000","5508.0048828125","5508.0048828125","5508.0048828125","5123.16455078125","5123.16455078125","5123.16455078125","5792.37109375","5792.37109375","5792.37109375","6615.86865234375","6615.86865234375","6615.86865234375","6991.4287109375","6991.4287109375","6991.4287109375","7906.41943359375","7906.41943359375","7906.41943359375","5988.9345703125","5988.9345703125","5988.9345703125"
"182100","5521.59521484375","5521.59521484375","5521.59521484375","5185.23876953125","5185.23876953125","5185.23876953125","5759.142578125","5759.142578125","5759.142578125","6645.68505859375","6645.68505859375","6645.68505859375","7048.7939453125","7048.7939453125","7048.7939453125","7794.3798828125","7794.3798828125","7794.3798828125","5984.7294921875","5984.7294921875","5984.7294921875"
"182200","5435.5517578125","5435.5517578125","5435.5517578125","5187.51513671875","5187.51513671875","5187.51513671875","5841.34765625","5841.34765625","5841.34765625","6629.99951171875","6629.99951171875","6629.99951171875","6990.37548828125","6990.37548828125","6990.37548828125","7697.3212890625","7697.3212890625","7697.3212890625","5564.556640625","5564.556640625","5564.556640625"
"182300","5374.66943359375","5374.66943359375","5374.66943359375","5155.7705078125","5155.7705078125","5155.7705078125","5957.93896484375","5957.93896484375","5957.93896484375","6680.88427734375","6680.88427734375","6680.88427734375","6741.587890625","6741.587890625","6741.587890625","7652.25244140625","7652.25244140625","7652.25244140625","5626.41552734375","5626.41552734375","5626.41552734375"
"182400","5597.81640625","5597.81640625","5597.81640625","5176.2255859375","5176.2255859375","5176.2255859375","5850.11572265625","5850.11572265625","5850.11572265625","6565.97265625","6565.97265625","6565.97265625","6803.203125","6803.203125","6803.203125","7523.0244140625","7523.0244140625","7523.0244140625","5768.52001953125","5768.52001953125","5768.52001953125"
"182500","5426.4873046875","5426.4873046875","5426.4873046875","5224.58642578125","5224.58642578125","5224.58642578125","5999.98193359375","5999.98193359375","5999.98193359375","6576.5595703125","6576.5595703125","6576.5595703125","6830.732421875","6830.732421875","6830.732421875","7467.4794921875","7467.4794921875","7467.4794921875","5805.74169921875","5805.74169921875","5805.74169921875"
"182600","5466.1162109375","5466.1162109375","5466.1162109375","5253.3037109375","5253.3037109375","5253.3037109375","5860.00732421875","5860.00732421875","5860.00732421875","6473.697265625","6473.697265625","6473.697265625","6848.37939453125","6848.37939453125","6848.37939453125","7497.2724609375","7497.2724609375","7497.2724609375","5896.03076171875","5896.03076171875","5896.03076171875"
"182700","5498.96240234375","5498.96240234375","5498.96240234375","5263.455078125","5263.455078125","5263.455078125","5759.37744140625","5759.37744140625","5759.37744140625","6455.23828125","6455.23828125","6455.23828125","7006.841796875","7006.841796875","7006.841796875","7524.484375","7524.484375","7524.484375","5891.7705078125","5891.7705078125","5891.7705078125"
"182800","5400.6142578125","5400.6142578125","5400.6142578125","5220.76123046875","5220.76123046875","5220.76123046875","5934.861328125","5934.861328125","5934.861328125","6450.267578125","6450.267578125","6450.267578125","7060.9619140625","7060.9619140625","7060.9619140625","7497.39794921875","7497.39794921875","7497.39794921875","5891.1962890625","5891.1962890625","5891.1962890625"
"182900","5439.15771484375","5439.15771484375","5439.15771484375","5076.23193359375","5076.23193359375","5076.23193359375","5917.5576171875","5917.5576171875","5917.5576171875","6417.3095703125","6417.3095703125","6417.3095703125","7054.72265625","7054.72265625","7054.72265625","7518.09326171875","7518.09326171875","7518.09326171875","5947.41552734375","5947.41552734375","5947.41552734375"
"183000","5568.17138671875","5568.17138671875","5568.17138671875","5196.75634765625","5196.75634765625","5196.75634765625","5918.50244140625","5918.50244140625","5918.50244140625","6409.6787109375","6409.6787109375","6409.6787109375","7107.67041015625","7107.67041015625","7107.67041015625","7385.296875","7385.296875","7385.296875","5969.04931640625","5969.04931640625","5969.04931640625"
"183100","5659.45166015625","5659.45166015625","5659.45166015625","5118.3701171875","5118.3701171875","5118.3701171875","5970.478515625","5970.478515625","5970.478515625","6439.65234375","6439.65234375","6439.65234375","6953.09765625","6953.09765625","6953.09765625","7323.67919921875","7323.67919921875","7323.67919921875","5944.32958984375","5944.32958984375","5944.32958984375"
"183200","5544.02490234375","5544.02490234375","5544.02490234375","5118.17724609375","5118.17724609375","5118.17724609375","5995.5625","5995.5625","5995.5625","6416.59619140625","6416.59619140625","6416.59619140625","6879.02490234375","6879.02490234375","6879.02490234375","7343.443359375","7343.443359375","7343.443359375","5978.1611328125","5978.1611328125","5978.1611328125"
"183300","5488.73388671875","5488.73388671875","5488.73388671875","5085.6279296875","5085.6279296875","5085.6279296875","5967.58447265625","5967.58447265625","5967.58447265625","6387.8935546875","6387.8935546875","6387.8935546875","7016.75","7016.75","7016.75","7375.09326171875","7375.09326171875","7375.09326171875","5953.150390625","5953.150390625","5953.150390625"
"183400","5484.87353515625","5484.87353515625","5484.87353515625","5155.1533203125","5155.1533203125","5155.1533203125","5996.91259765625","5996.91259765625","5996.91259765625","6340.72314453125","6340.72314453125","6340.72314453125","6947.09326171875","6947.09326171875","6947.09326171875","7456.57861328125","7456.57861328125","7456.57861328125","5956.31640625","5956.31640625","5956.31640625"
"183500","5477.74853515625","5477.74853515625","5477.74853515625","5198.34814453125","5198.34814453125","5198.34814453125","6014.77978515625","6014.77978515625","6014.77978515625","6206.19482421875","6206.19482421875","6206.19482421875","6915.560546875","6915.560546875","6915.560546875","7339.677734375","7339.677734375","7339.677734375","5927.59619140625","5927.59619140625","5927.59619140625"
"183600","5485.021484375","5485.021484375","5485.021484375","5029.60009765625","5029.60009765625","5029.60009765625","6078.34619140625","6078.34619140625","6078.34619140625","6460.85693359375","6460.85693359375","6460.85693359375","6373.9873046875","6373.9873046875","6373.9873046875","7430.072265625","7430.072265625","7430.072265625","5966.56201171875","5966.56201171875","5966.56201171875"
"183700","5460.39453125","5460.39453125","5460.39453125","5164.79931640625","5164.79931640625","5164.79931640625","6039.56494140625","6039.56494140625","6039.56494140625","6532.8974609375","6532.8974609375","6532.8974609375","7166.53955078125","7166.53955078125","7166.53955078125","7556.46630859375","7556.46630859375","7556.46630859375","5993.90234375","5993.90234375","5993.90234375"
"183800","5526.203125","5526.203125","5526.203125","5107.35693359375","5107.35693359375","5107.35693359375","6085.310546875","6085.310546875","6085.310546875","6529.126953125","6529.126953125","6529.126953125","7247.0595703125","7247.0595703125","7247.0595703125","7605.4287109375","7605.4287109375","7605.4287109375","5935.22705078125","5935.22705078125","5935.22705078125"
"183900","5394.25927734375","5394.25927734375","5394.25927734375","5094.59765625","5094.59765625","5094.59765625","6030.2919921875","6030.2919921875","6030.2919921875","6438.05078125","6438.05078125","6438.05078125","6510.32861328125","6510.32861328125","6510.32861328125","7707.1875","7707.1875","7707.1875","5985.9091796875","5985.9091796875","5985.9091796875"
"184000","5439.1611328125","5439.1611328125","5439.1611328125","5238.8193359375","5238.8193359375","5238.8193359375","5996.43505859375","5996.43505859375","5996.43505859375","6439.345703125","6439.345703125","6439.345703125","6930.03125","6930.03125","6930.03125","7623.16455078125","7623.16455078125","7623.16455078125","5937.26806640625","5937.26806640625","5937.26806640625"
"184100","5434.0810546875","5434.0810546875","5434.0810546875","5067.603515625","5067.603515625","5067.603515625","6005.1318359375","6005.1318359375","6005.1318359375","6428.75732421875","6428.75732421875","6428.75732421875","7060.5556640625","7060.5556640625","7060.5556640625","7626.48486328125","7626.48486328125","7626.48486328125","5891.01806640625","5891.01806640625","5891.01806640625"
"184200","5640.548828125","5640.548828125","5640.548828125","5152.75634765625","5152.75634765625","5152.75634765625","5801.13427734375","5801.13427734375","5801.13427734375","6364.84228515625","6364.84228515625","6364.84228515625","7048.68310546875","7048.68310546875","7048.68310546875","7677.44140625","7677.44140625","7677.44140625","5955.05322265625","5955.05322265625","5955.05322265625"
"184300","5496.02880859375","5496.02880859375","5496.02880859375","5094.50146484375","5094.50146484375","5094.50146484375","5909.12548828125","5909.12548828125","5909.12548828125","6288.72509765625","6288.72509765625","6288.72509765625","7141.8349609375","7141.8349609375","7141.8349609375","7562.09326171875","7562.09326171875","7562.09326171875","5952.1630859375","5952.1630859375","5952.1630859375"
"184400","5573.39013671875","5573.39013671875","5573.39013671875","5055.34765625","5055.34765625","5055.34765625","5701.83642578125","5701.83642578125","5701.83642578125","6277.60986328125","6277.60986328125","6277.60986328125","7157.51708984375","7157.51708984375","7157.51708984375","7640.34765625","7640.34765625","7640.34765625","5971.03759765625","5971.03759765625","5971.03759765625"
"184500","5369.232421875","5369.232421875","5369.232421875","5074.115234375","5074.115234375","5074.115234375","5827.43115234375","5827.43115234375","5827.43115234375","6297.734375","6297.734375","6297.734375","6982.8056640625","6982.8056640625","6982.8056640625","7648.7705078125","7648.7705078125","7648.7705078125","5985.705078125","5985.705078125","5985.705078125"
"184600","5481.80615234375","5481.80615234375","5481.80615234375","5078.14111328125","5078.14111328125","5078.14111328125","5797.44482421875","5797.44482421875","5797.44482421875","6244.37109375","6244.37109375","6244.37109375","7004.255859375","7004.255859375","7004.255859375","7548.88427734375","7548.88427734375","7548.88427734375","6016.6923828125","6016.6923828125","6016.6923828125"
"184700","5382.39794921875","5382.39794921875","5382.39794921875","5096.3798828125","5096.3798828125","5096.3798828125","5634.17236328125","5634.17236328125","5634.17236328125","6203.21630859375","6203.21630859375","6203.21630859375","6953.33447265625","6953.33447265625","6953.33447265625","7552.4326171875","7552.4326171875","7552.4326171875","6015.61767578125","6015.61767578125","6015.61767578125"
"184800","5516.12646484375","5516.12646484375","5516.12646484375","5113.693359375","5113.693359375","5113.693359375","5891.5048828125","5891.5048828125","5891.5048828125","6200.8525390625","6200.8525390625","6200.8525390625","7025.02734375","7025.02734375","7025.02734375","7614.244140625","7614.244140625","7614.244140625","6047.19189453125","6047.19189453125","6047.19189453125"
"184900","5482.98486328125","5482.98486328125","5482.98486328125","5127.0380859375","5127.0380859375","5127.0380859375","5832.32861328125","5832.32861328125","5832.32861328125","6213.609375","6213.609375","6213.609375","6914.1044921875","6914.1044921875","6914.1044921875","7620.4560546875","7620.4560546875","7620.4560546875","6039.81982421875","6039.81982421875","6039.81982421875"
"185000","5482.955078125","5482.955078125","5482.955078125","5164.216796875","5164.216796875","5164.216796875","5830.2841796875","5830.2841796875","5830.2841796875","6141.6748046875","6141.6748046875","6141.6748046875","6976.53857421875","6976.53857421875","6976.53857421875","7723.2373046875","7723.2373046875","7723.2373046875","5964.43359375","5964.43359375","5964.43359375"
"185100","5517.21875","5517.21875","5517.21875","5119.92578125","5119.92578125","5119.92578125","6019.08740234375","6019.08740234375","6019.08740234375","6199.19873046875","6199.19873046875","6199.19873046875","7088.48486328125","7088.48486328125","7088.48486328125","7753.40673828125","7753.40673828125","7753.40673828125","5822.509765625","5822.509765625","5822.509765625"
"185200","5285.83740234375","5285.83740234375","5285.83740234375","5109.74853515625","5109.74853515625","5109.74853515625","5842.302734375","5842.302734375","5842.302734375","6240.88134765625","6240.88134765625","6240.88134765625","7039.9892578125","7039.9892578125","7039.9892578125","7648.9248046875","7648.9248046875","7648.9248046875","5647.9873046875","5647.9873046875","5647.9873046875"
"185300","5355.44921875","5355.44921875","5355.44921875","5128.001953125","5128.001953125","5128.001953125","5578.9873046875","5578.9873046875","5578.9873046875","6293.24365234375","6293.24365234375","6293.24365234375","7113.197265625","7113.197265625","7113.197265625","7666.67822265625","7666.67822265625","7666.67822265625","5588.607421875","5588.607421875","5588.607421875"
"185400","5429.25634765625","5429.25634765625","5429.25634765625","5064.2470703125","5064.2470703125","5064.2470703125","5794.919921875","5794.919921875","5794.919921875","6330.73388671875","6330.73388671875","6330.73388671875","7142.4267578125","7142.4267578125","7142.4267578125","7760.05517578125","7760.05517578125","7760.05517578125","5833.28857421875","5833.28857421875","5833.28857421875"
"185500","5318.63134765625","5318.63134765625","5318.63134765625","5103.7685546875","5103.7685546875","5103.7685546875","5862.46630859375","5862.46630859375","5862.46630859375","6367.43359375","6367.43359375","6367.43359375","6833.021484375","6833.021484375","6833.021484375","7796.98388671875","7796.98388671875","7796.98388671875","6013.796875","6013.796875","6013.796875"
"185600","5235.3369140625","5235.3369140625","5235.3369140625","4995.72900390625","4995.72900390625","4995.72900390625","5938.5087890625","5938.5087890625","5938.5087890625","6421.267578125","6421.267578125","6421.267578125","7263.97119140625","7263.97119140625","7263.97119140625","7877.9619140625","7877.9619140625","7877.9619140625","6246.8779296875","6246.8779296875","6246.8779296875"
"185700","5438.1767578125","5438.1767578125","5438.1767578125","5029.41357421875","5029.41357421875","5029.41357421875","5801.6025390625","5801.6025390625","5801.6025390625","6431.671875","6431.671875","6431.671875","7149.77197265625","7149.77197265625","7149.77197265625","7862.60498046875","7862.60498046875","7862.60498046875","6208.8251953125","6208.8251953125","6208.8251953125"
"185800","5363.685546875","5363.685546875","5363.685546875","5074.74365234375","5074.74365234375","5074.74365234375","5890.90869140625","5890.90869140625","5890.90869140625","6426.4658203125","6426.4658203125","6426.4658203125","6586.3486328125","6586.3486328125","6586.3486328125","7832.64453125","7832.64453125","7832.64453125","6178.85498046875","6178.85498046875","6178.85498046875"
"185900","5392.51123046875","5392.51123046875","5392.51123046875","5106.62353515625","5106.62353515625","5106.62353515625","5882.2412109375","5882.2412109375","5882.2412109375","6445.2451171875","6445.2451171875","6445.2451171875","6785.73583984375","6785.73583984375","6785.73583984375","7826.66259765625","7826.66259765625","7826.66259765625","6256.439453125","6256.439453125","6256.439453125"
"186000","5410.64013671875","5410.64013671875","5410.64013671875","5070.2880859375","5070.2880859375","5070.2880859375","5755.1337890625","5755.1337890625","5755.1337890625","6382.48388671875","6382.48388671875","6382.48388671875","7252.85498046875","7252.85498046875","7252.85498046875","7906.0537109375","7906.0537109375","7906.0537109375","6250.388671875","6250.388671875","6250.388671875"
"186100","5300.330078125","5300.330078125","5300.330078125","4983.53564453125","4983.53564453125","4983.53564453125","5884.02294921875","5884.02294921875","5884.02294921875","6351.17431640625","6351.17431640625","6351.17431640625","7404.42822265625","7404.42822265625","7404.42822265625","7876.01123046875","7876.01123046875","7876.01123046875","6269.72607421875","6269.72607421875","6269.72607421875"
"186200","5475.30859375","5475.30859375","5475.30859375","5015.35009765625","5015.35009765625","5015.35009765625","5733.39013671875","5733.39013671875","5733.39013671875","6354.3779296875","6354.3779296875","6354.3779296875","7130.681640625","7130.681640625","7130.681640625","7915.3642578125","7915.3642578125","7915.3642578125","6305.72021484375","6305.72021484375","6305.72021484375"
"186300","5580.20751953125","5580.20751953125","5580.20751953125","5003.8701171875","5003.8701171875","5003.8701171875","6043.99169921875","6043.99169921875","6043.99169921875","6381.79736328125","6381.79736328125","6381.79736328125","7032.56884765625","7032.56884765625","7032.56884765625","7964.2900390625","7964.2900390625","7964.2900390625","6265.2392578125","6265.2392578125","6265.2392578125"
"186400","5573.95556640625","5573.95556640625","5573.95556640625","4961.107421875","4961.107421875","4961.107421875","5941.57763671875","5941.57763671875","5941.57763671875","6398.763671875","6398.763671875","6398.763671875","6916.5693359375","6916.5693359375","6916.5693359375","7913.5107421875","7913.5107421875","7913.5107421875","6278.84521484375","6278.84521484375","6278.84521484375"
