"Step","1873380_2 - train/loss_contrastive","1873380_2 - train/loss_contrastive__MIN","1873380_2 - train/loss_contrastive__MAX","4395274 - train/loss_contrastive","4395274 - train/loss_contrastive__MIN","4395274 - train/loss_contrastive__MAX","1940028_1 - train/loss_contrastive","1940028_1 - train/loss_contrastive__MIN","1940028_1 - train/loss_contrastive__MAX","4520555_1 - train/loss_contrastive","4520555_1 - train/loss_contrastive__MIN","4520555_1 - train/loss_contrastive__MAX","2536305_1 - train/loss_contrastive","2536305_1 - train/loss_contrastive__MIN","2536305_1 - train/loss_contrastive__MAX","2536333_1 - train/loss_contrastive","2536333_1 - train/loss_contrastive__MIN","2536333_1 - train/loss_contrastive__MAX","1940035_0 - train/loss_contrastive","1940035_0 - train/loss_contrastive__MIN","1940035_0 - train/loss_contrastive__MAX"
"22700","7272.40869140625","7272.40869140625","7272.40869140625","6685.32373046875","6685.32373046875","6685.32373046875","7986.072265625","7986.072265625","7986.072265625","8518.259765625","8518.259765625","8518.259765625","9117.8271484375","9117.8271484375","9117.8271484375","9345.916015625","9345.916015625","9345.916015625","6830.8173828125","6830.8173828125","6830.8173828125"
"22800","6945.880859375","6945.880859375","6945.880859375","6671.01806640625","6671.01806640625","6671.01806640625","8082.13134765625","8082.13134765625","8082.13134765625","8518.00390625","8518.00390625","8518.00390625","9358.681640625","9358.681640625","9358.681640625","9096.9384765625","9096.9384765625","9096.9384765625","6839.85791015625","6839.85791015625","6839.85791015625"
"22900","7170.693359375","7170.693359375","7170.693359375","6766.728515625","6766.728515625","6766.728515625","7951.33251953125","7951.33251953125","7951.33251953125","8519.7099609375","8519.7099609375","8519.7099609375","9469.529296875","9469.529296875","9469.529296875","9646.9375","9646.9375","9646.9375","6897.50439453125","6897.50439453125","6897.50439453125"
"23000","7248.390625","7248.390625","7248.390625","6745.5341796875","6745.5341796875","6745.5341796875","7842.69482421875","7842.69482421875","7842.69482421875","8409.50390625","8409.50390625","8409.50390625","9400.9765625","9400.9765625","9400.9765625","9656.275390625","9656.275390625","9656.275390625","6918.89990234375","6918.89990234375","6918.89990234375"
"23100","7114.92138671875","7114.92138671875","7114.92138671875","6818.7001953125","6818.7001953125","6818.7001953125","7821.2412109375","7821.2412109375","7821.2412109375","8315.525390625","8315.525390625","8315.525390625","9348.4111328125","9348.4111328125","9348.4111328125","9537.54296875","9537.54296875","9537.54296875","6904.15869140625","6904.15869140625","6904.15869140625"
"23200","7092.5263671875","7092.5263671875","7092.5263671875","6791.57177734375","6791.57177734375","6791.57177734375","7663.31005859375","7663.31005859375","7663.31005859375","8225.37890625","8225.37890625","8225.37890625","9184.048828125","9184.048828125","9184.048828125","9377.6376953125","9377.6376953125","9377.6376953125","6923.13427734375","6923.13427734375","6923.13427734375"
"23300","7109.56689453125","7109.56689453125","7109.56689453125","6790.03759765625","6790.03759765625","6790.03759765625","7925.72119140625","7925.72119140625","7925.72119140625","8253.41796875","8253.41796875","8253.41796875","9104.208984375","9104.208984375","9104.208984375","9416.44921875","9416.44921875","9416.44921875","6961.693359375","6961.693359375","6961.693359375"
"23400","7131.7763671875","7131.7763671875","7131.7763671875","6677.18701171875","6677.18701171875","6677.18701171875","7820.22998046875","7820.22998046875","7820.22998046875","8327.255859375","8327.255859375","8327.255859375","9211.4091796875","9211.4091796875","9211.4091796875","9460.2509765625","9460.2509765625","9460.2509765625","6975.4599609375","6975.4599609375","6975.4599609375"
"23500","7124.62646484375","7124.62646484375","7124.62646484375","6635.56884765625","6635.56884765625","6635.56884765625","7614.79638671875","7614.79638671875","7614.79638671875","8446.7822265625","8446.7822265625","8446.7822265625","9226.666015625","9226.666015625","9226.666015625","9524.34765625","9524.34765625","9524.34765625","6934.75732421875","6934.75732421875","6934.75732421875"
"23600","6974.3388671875","6974.3388671875","6974.3388671875","6691.47705078125","6691.47705078125","6691.47705078125","7952.23681640625","7952.23681640625","7952.23681640625","8500.3310546875","8500.3310546875","8500.3310546875","8747.0146484375","8747.0146484375","8747.0146484375","9105.982421875","9105.982421875","9105.982421875","6807.6181640625","6807.6181640625","6807.6181640625"
"23700","7126.3564453125","7126.3564453125","7126.3564453125","6620.22802734375","6620.22802734375","6620.22802734375","7827.62109375","7827.62109375","7827.62109375","8522.1474609375","8522.1474609375","8522.1474609375","8826.9091796875","8826.9091796875","8826.9091796875","9181.9150390625","9181.9150390625","9181.9150390625","6715.25439453125","6715.25439453125","6715.25439453125"
"23800","7060.06884765625","7060.06884765625","7060.06884765625","6660.34765625","6660.34765625","6660.34765625","7885.5126953125","7885.5126953125","7885.5126953125","8500.77734375","8500.77734375","8500.77734375","9084.6513671875","9084.6513671875","9084.6513671875","9423.8076171875","9423.8076171875","9423.8076171875","6592.85498046875","6592.85498046875","6592.85498046875"
"23900","7166.64501953125","7166.64501953125","7166.64501953125","6685.31005859375","6685.31005859375","6685.31005859375","7878.36865234375","7878.36865234375","7878.36865234375","8472.75","8472.75","8472.75","9201.31640625","9201.31640625","9201.31640625","9477.0478515625","9477.0478515625","9477.0478515625","6734.06396484375","6734.06396484375","6734.06396484375"
"24000","7122.95263671875","7122.95263671875","7122.95263671875","6611.50390625","6611.50390625","6611.50390625","7848.4501953125","7848.4501953125","7848.4501953125","8424.291015625","8424.291015625","8424.291015625","9104.5546875","9104.5546875","9104.5546875","9596.5009765625","9596.5009765625","9596.5009765625","6866.18505859375","6866.18505859375","6866.18505859375"
"24100","7163.57861328125","7163.57861328125","7163.57861328125","6669.44384765625","6669.44384765625","6669.44384765625","7752.82373046875","7752.82373046875","7752.82373046875","8418.5322265625","8418.5322265625","8418.5322265625","9160.427734375","9160.427734375","9160.427734375","9515.240234375","9515.240234375","9515.240234375","6826.78076171875","6826.78076171875","6826.78076171875"
"24200","7093.10498046875","7093.10498046875","7093.10498046875","6621.4462890625","6621.4462890625","6621.4462890625","8038.9892578125","8038.9892578125","8038.9892578125","8284.23046875","8284.23046875","8284.23046875","9224.822265625","9224.822265625","9224.822265625","9311.853515625","9311.853515625","9311.853515625","6870.10009765625","6870.10009765625","6870.10009765625"
"24300","7094.6318359375","7094.6318359375","7094.6318359375","6506.970703125","6506.970703125","6506.970703125","7783.99755859375","7783.99755859375","7783.99755859375","8447.52734375","8447.52734375","8447.52734375","9038.0244140625","9038.0244140625","9038.0244140625","9527.310546875","9527.310546875","9527.310546875","6961.48193359375","6961.48193359375","6961.48193359375"
"24400","7081.85107421875","7081.85107421875","7081.85107421875","6650.89892578125","6650.89892578125","6650.89892578125","7946.74365234375","7946.74365234375","7946.74365234375","8462.6748046875","8462.6748046875","8462.6748046875","8894.2529296875","8894.2529296875","8894.2529296875","9626.564453125","9626.564453125","9626.564453125","6963.376953125","6963.376953125","6963.376953125"
"24500","7198.615234375","7198.615234375","7198.615234375","6632.751953125","6632.751953125","6632.751953125","7859.580078125","7859.580078125","7859.580078125","8518.59765625","8518.59765625","8518.59765625","8761.4306640625","8761.4306640625","8761.4306640625","9598.9765625","9598.9765625","9598.9765625","7008.4345703125","7008.4345703125","7008.4345703125"
"24600","7058.8818359375","7058.8818359375","7058.8818359375","6693.64501953125","6693.64501953125","6693.64501953125","7989.828125","7989.828125","7989.828125","8510.888671875","8510.888671875","8510.888671875","8986.611328125","8986.611328125","8986.611328125","9701.486328125","9701.486328125","9701.486328125","7045.984375","7045.984375","7045.984375"
"24700","6987.70703125","6987.70703125","6987.70703125","6698.99609375","6698.99609375","6698.99609375","7773.5732421875","7773.5732421875","7773.5732421875","8456.4853515625","8456.4853515625","8456.4853515625","9165.7783203125","9165.7783203125","9165.7783203125","9628.8564453125","9628.8564453125","9628.8564453125","7051.392578125","7051.392578125","7051.392578125"
"24800","6878.07763671875","6878.07763671875","6878.07763671875","6603.43359375","6603.43359375","6603.43359375","7811.0205078125","7811.0205078125","7811.0205078125","8374.2197265625","8374.2197265625","8374.2197265625","9134.2861328125","9134.2861328125","9134.2861328125","9472.2685546875","9472.2685546875","9472.2685546875","7045.97021484375","7045.97021484375","7045.97021484375"
"24900","7068.302734375","7068.302734375","7068.302734375","6660.02685546875","6660.02685546875","6660.02685546875","7799.97802734375","7799.97802734375","7799.97802734375","8251.37890625","8251.37890625","8251.37890625","9185.3115234375","9185.3115234375","9185.3115234375","8506.3095703125","8506.3095703125","8506.3095703125","7012.39990234375","7012.39990234375","7012.39990234375"
"25000","7131.89013671875","7131.89013671875","7131.89013671875","6715.236328125","6715.236328125","6715.236328125","7728.06005859375","7728.06005859375","7728.06005859375","7976.44140625","7976.44140625","7976.44140625","9071.2958984375","9071.2958984375","9071.2958984375","7684.58203125","7684.58203125","7684.58203125","7004.29296875","7004.29296875","7004.29296875"
"25100","7157.080078125","7157.080078125","7157.080078125","6648.2724609375","6648.2724609375","6648.2724609375","7882.93603515625","7882.93603515625","7882.93603515625","7949.18017578125","7949.18017578125","7949.18017578125","8808.0771484375","8808.0771484375","8808.0771484375","8378.9658203125","8378.9658203125","8378.9658203125","6992.23486328125","6992.23486328125","6992.23486328125"
"25200","6889.314453125","6889.314453125","6889.314453125","6586.203125","6586.203125","6586.203125","8031.5400390625","8031.5400390625","8031.5400390625","8027.197265625","8027.197265625","8027.197265625","8890.3837890625","8890.3837890625","8890.3837890625","8304.9921875","8304.9921875","8304.9921875","6952.54931640625","6952.54931640625","6952.54931640625"
"25300","6796.982421875","6796.982421875","6796.982421875","6509.8251953125","6509.8251953125","6509.8251953125","7954.05419921875","7954.05419921875","7954.05419921875","8116.0732421875","8116.0732421875","8116.0732421875","8905.4404296875","8905.4404296875","8905.4404296875","8728.0078125","8728.0078125","8728.0078125","6951.484375","6951.484375","6951.484375"
"25400","7043.3076171875","7043.3076171875","7043.3076171875","6626.583984375","6626.583984375","6626.583984375","7878.21875","7878.21875","7878.21875","8152.7470703125","8152.7470703125","8152.7470703125","8470.6748046875","8470.6748046875","8470.6748046875","9282.68359375","9282.68359375","9282.68359375","6957.19384765625","6957.19384765625","6957.19384765625"
"25500","6950.06396484375","6950.06396484375","6950.06396484375","6640.166015625","6640.166015625","6640.166015625","7896.634765625","7896.634765625","7896.634765625","8199.8759765625","8199.8759765625","8199.8759765625","8790.0537109375","8790.0537109375","8790.0537109375","9518.7158203125","9518.7158203125","9518.7158203125","6902.8994140625","6902.8994140625","6902.8994140625"
"25600","6926.109375","6926.109375","6926.109375","6446.7060546875","6446.7060546875","6446.7060546875","7972.9033203125","7972.9033203125","7972.9033203125","8364.0166015625","8364.0166015625","8364.0166015625","9083.8701171875","9083.8701171875","9083.8701171875","9477.6240234375","9477.6240234375","9477.6240234375","6861.666015625","6861.666015625","6861.666015625"
"25700","7044.1533203125","7044.1533203125","7044.1533203125","6461.537109375","6461.537109375","6461.537109375","7736.2412109375","7736.2412109375","7736.2412109375","8496.1552734375","8496.1552734375","8496.1552734375","9145.0810546875","9145.0810546875","9145.0810546875","9412.962890625","9412.962890625","9412.962890625","6974.107421875","6974.107421875","6974.107421875"
"25800","7047.861328125","7047.861328125","7047.861328125","6555.5908203125","6555.5908203125","6555.5908203125","7752.2138671875","7752.2138671875","7752.2138671875","8515.3505859375","8515.3505859375","8515.3505859375","9172.42578125","9172.42578125","9172.42578125","9056.3837890625","9056.3837890625","9056.3837890625","6949.87060546875","6949.87060546875","6949.87060546875"
"25900","6882.763671875","6882.763671875","6882.763671875","6449.73681640625","6449.73681640625","6449.73681640625","7606.1689453125","7606.1689453125","7606.1689453125","8476.388671875","8476.388671875","8476.388671875","9167.0009765625","9167.0009765625","9167.0009765625","8180.705078125","8180.705078125","8180.705078125","7023.30859375","7023.30859375","7023.30859375"
"26000","7040.23193359375","7040.23193359375","7040.23193359375","6439.93603515625","6439.93603515625","6439.93603515625","7810.548828125","7810.548828125","7810.548828125","8445.1328125","8445.1328125","8445.1328125","8993.6083984375","8993.6083984375","8993.6083984375","7946.8681640625","7946.8681640625","7946.8681640625","7060.47265625","7060.47265625","7060.47265625"
"26100","7001.33642578125","7001.33642578125","7001.33642578125","6593.28271484375","6593.28271484375","6593.28271484375","7580.662109375","7580.662109375","7580.662109375","8436.677734375","8436.677734375","8436.677734375","9122.814453125","9122.814453125","9122.814453125","8710.60546875","8710.60546875","8710.60546875","7085.29736328125","7085.29736328125","7085.29736328125"
"26200","6890.34228515625","6890.34228515625","6890.34228515625","6538.55126953125","6538.55126953125","6538.55126953125","7800.8798828125","7800.8798828125","7800.8798828125","8455.8359375","8455.8359375","8455.8359375","8743.0634765625","8743.0634765625","8743.0634765625","9201.994140625","9201.994140625","9201.994140625","7064.58447265625","7064.58447265625","7064.58447265625"
"26300","6958.99365234375","6958.99365234375","6958.99365234375","6523.748046875","6523.748046875","6523.748046875","7775.12890625","7775.12890625","7775.12890625","8246.2353515625","8246.2353515625","8246.2353515625","8796.5654296875","8796.5654296875","8796.5654296875","9465.517578125","9465.517578125","9465.517578125","6841.24951171875","6841.24951171875","6841.24951171875"
"26400","6955.26123046875","6955.26123046875","6955.26123046875","6487.80615234375","6487.80615234375","6487.80615234375","7726.5498046875","7726.5498046875","7726.5498046875","8183.3564453125","8183.3564453125","8183.3564453125","8662.9140625","8662.9140625","8662.9140625","9433.251953125","9433.251953125","9433.251953125","6715.615234375","6715.615234375","6715.615234375"
"26500","6868.81396484375","6868.81396484375","6868.81396484375","6541.884765625","6541.884765625","6541.884765625","7774.34814453125","7774.34814453125","7774.34814453125","8242.0966796875","8242.0966796875","8242.0966796875","8586.828125","8586.828125","8586.828125","9500.26953125","9500.26953125","9500.26953125","6683.037109375","6683.037109375","6683.037109375"
"26600","6913.796875","6913.796875","6913.796875","6496.93896484375","6496.93896484375","6496.93896484375","7607.54296875","7607.54296875","7607.54296875","8355.0244140625","8355.0244140625","8355.0244140625","8785.3076171875","8785.3076171875","8785.3076171875","9506.7177734375","9506.7177734375","9506.7177734375","6927.93994140625","6927.93994140625","6927.93994140625"
"26700","6825.66552734375","6825.66552734375","6825.66552734375","6356.81103515625","6356.81103515625","6356.81103515625","7778.14501953125","7778.14501953125","7778.14501953125","8397.7021484375","8397.7021484375","8397.7021484375","8773.6015625","8773.6015625","8773.6015625","9507.1923828125","9507.1923828125","9507.1923828125","7066.052734375","7066.052734375","7066.052734375"
"26800","6858.81884765625","6858.81884765625","6858.81884765625","6515.88623046875","6515.88623046875","6515.88623046875","7675.75732421875","7675.75732421875","7675.75732421875","8422.0498046875","8422.0498046875","8422.0498046875","8760.638671875","8760.638671875","8760.638671875","9493.09765625","9493.09765625","9493.09765625","7035.16748046875","7035.16748046875","7035.16748046875"
"26900","6961.0908203125","6961.0908203125","6961.0908203125","6562.16748046875","6562.16748046875","6562.16748046875","7708.865234375","7708.865234375","7708.865234375","8213.2861328125","8213.2861328125","8213.2861328125","8838.4443359375","8838.4443359375","8838.4443359375","9125.9423828125","9125.9423828125","9125.9423828125","7040.48046875","7040.48046875","7040.48046875"
"27000","6910.03515625","6910.03515625","6910.03515625","6641.71826171875","6641.71826171875","6641.71826171875","7835.82080078125","7835.82080078125","7835.82080078125","8312.80859375","8312.80859375","8312.80859375","8941.521484375","8941.521484375","8941.521484375","8760.646484375","8760.646484375","8760.646484375","7068.02197265625","7068.02197265625","7068.02197265625"
"27100","6688.6533203125","6688.6533203125","6688.6533203125","6504.80126953125","6504.80126953125","6504.80126953125","7606.44482421875","7606.44482421875","7606.44482421875","8268.173828125","8268.173828125","8268.173828125","8898.2001953125","8898.2001953125","8898.2001953125","9078.5478515625","9078.5478515625","9078.5478515625","7053.39111328125","7053.39111328125","7053.39111328125"
"27200","6635.79638671875","6635.79638671875","6635.79638671875","6430.15380859375","6430.15380859375","6430.15380859375","7790.74609375","7790.74609375","7790.74609375","8253.2890625","8253.2890625","8253.2890625","8806.32421875","8806.32421875","8806.32421875","9447.353515625","9447.353515625","9447.353515625","7053.92138671875","7053.92138671875","7053.92138671875"
"27300","6839.1943359375","6839.1943359375","6839.1943359375","6395.47509765625","6395.47509765625","6395.47509765625","7614.97265625","7614.97265625","7614.97265625","8199.5966796875","8199.5966796875","8199.5966796875","8840.0087890625","8840.0087890625","8840.0087890625","9484.4716796875","9484.4716796875","9484.4716796875","7067.341796875","7067.341796875","7067.341796875"
"27400","6711.9599609375","6711.9599609375","6711.9599609375","6416.85498046875","6416.85498046875","6416.85498046875","7617.40478515625","7617.40478515625","7617.40478515625","8156.78271484375","8156.78271484375","8156.78271484375","8956.884765625","8956.884765625","8956.884765625","9479.6650390625","9479.6650390625","9479.6650390625","7061.28515625","7061.28515625","7061.28515625"
"27500","6931.333984375","6931.333984375","6931.333984375","6357.404296875","6357.404296875","6357.404296875","7639.16357421875","7639.16357421875","7639.16357421875","8158.82861328125","8158.82861328125","8158.82861328125","8963.087890625","8963.087890625","8963.087890625","9429.7919921875","9429.7919921875","9429.7919921875","7070.1376953125","7070.1376953125","7070.1376953125"
"27600","6873.02392578125","6873.02392578125","6873.02392578125","6427.56640625","6427.56640625","6427.56640625","7735.7373046875","7735.7373046875","7735.7373046875","8109.330078125","8109.330078125","8109.330078125","9011.9775390625","9011.9775390625","9011.9775390625","9329.12890625","9329.12890625","9329.12890625","7102.6142578125","7102.6142578125","7102.6142578125"
"27700","6857.75634765625","6857.75634765625","6857.75634765625","6434.18603515625","6434.18603515625","6434.18603515625","7781.25927734375","7781.25927734375","7781.25927734375","8027.9306640625","8027.9306640625","8027.9306640625","9015.400390625","9015.400390625","9015.400390625","9369.525390625","9369.525390625","9369.525390625","7104.95947265625","7104.95947265625","7104.95947265625"
"27800","6753.22998046875","6753.22998046875","6753.22998046875","6400.91064453125","6400.91064453125","6400.91064453125","7756.71875","7756.71875","7756.71875","8102.7060546875","8102.7060546875","8102.7060546875","8989.412109375","8989.412109375","8989.412109375","9401.150390625","9401.150390625","9401.150390625","6962.17041015625","6962.17041015625","6962.17041015625"
"27900","6839.3837890625","6839.3837890625","6839.3837890625","6393.6298828125","6393.6298828125","6393.6298828125","7675.263671875","7675.263671875","7675.263671875","8135.21240234375","8135.21240234375","8135.21240234375","8911.005859375","8911.005859375","8911.005859375","9376.494140625","9376.494140625","9376.494140625","6830.9599609375","6830.9599609375","6830.9599609375"
"28000","6750.7939453125","6750.7939453125","6750.7939453125","6426.6435546875","6426.6435546875","6426.6435546875","7727.34765625","7727.34765625","7727.34765625","8107.79248046875","8107.79248046875","8107.79248046875","8821.80859375","8821.80859375","8821.80859375","9358.271484375","9358.271484375","9358.271484375","6761.7744140625","6761.7744140625","6761.7744140625"
"28100","6787.751953125","6787.751953125","6787.751953125","6407.1298828125","6407.1298828125","6407.1298828125","7363.16455078125","7363.16455078125","7363.16455078125","8121.171875","8121.171875","8121.171875","8758.3447265625","8758.3447265625","8758.3447265625","9256.005859375","9256.005859375","9256.005859375","6679.5693359375","6679.5693359375","6679.5693359375"
"28200","6781.21240234375","6781.21240234375","6781.21240234375","6410.515625","6410.515625","6410.515625","7465.15869140625","7465.15869140625","7465.15869140625","8074.8095703125","8074.8095703125","8074.8095703125","7683.93505859375","7683.93505859375","7683.93505859375","9233.01953125","9233.01953125","9233.01953125","6275.8310546875","6275.8310546875","6275.8310546875"
"28300","6669.45361328125","6669.45361328125","6669.45361328125","6313.34423828125","6313.34423828125","6313.34423828125","7457.46630859375","7457.46630859375","7457.46630859375","8100.03857421875","8100.03857421875","8100.03857421875","8662.771484375","8662.771484375","8662.771484375","9119.978515625","9119.978515625","9119.978515625","5828.931640625","5828.931640625","5828.931640625"
"28400","6699.291015625","6699.291015625","6699.291015625","6249.646484375","6249.646484375","6249.646484375","7652.68896484375","7652.68896484375","7652.68896484375","8292.71484375","8292.71484375","8292.71484375","8441.4013671875","8441.4013671875","8441.4013671875","8870.66796875","8870.66796875","8870.66796875","5738.212890625","5738.212890625","5738.212890625"
"28500","6733.48193359375","6733.48193359375","6733.48193359375","6298.486328125","6298.486328125","6298.486328125","7599.14501953125","7599.14501953125","7599.14501953125","8294.01171875","8294.01171875","8294.01171875","8628.5009765625","8628.5009765625","8628.5009765625","8971.4248046875","8971.4248046875","8971.4248046875","6459.8857421875","6459.8857421875","6459.8857421875"
"28600","6823.0263671875","6823.0263671875","6823.0263671875","6278.46142578125","6278.46142578125","6278.46142578125","7521.25830078125","7521.25830078125","7521.25830078125","8224.1630859375","8224.1630859375","8224.1630859375","8723.865234375","8723.865234375","8723.865234375","9030.234375","9030.234375","9030.234375","6835.8974609375","6835.8974609375","6835.8974609375"
"28700","6731.03857421875","6731.03857421875","6731.03857421875","6297.46240234375","6297.46240234375","6297.46240234375","7389.34130859375","7389.34130859375","7389.34130859375","8120.61376953125","8120.61376953125","8120.61376953125","8815.068359375","8815.068359375","8815.068359375","8997.27734375","8997.27734375","8997.27734375","6924.34814453125","6924.34814453125","6924.34814453125"
"28800","6752.77490234375","6752.77490234375","6752.77490234375","6280.48388671875","6280.48388671875","6280.48388671875","7622.31640625","7622.31640625","7622.31640625","7957.71923828125","7957.71923828125","7957.71923828125","8724.1572265625","8724.1572265625","8724.1572265625","8921.38671875","8921.38671875","8921.38671875","6940.19482421875","6940.19482421875","6940.19482421875"
"28900","6803.5185546875","6803.5185546875","6803.5185546875","6321.60986328125","6321.60986328125","6321.60986328125","7307.17041015625","7307.17041015625","7307.17041015625","7884.8193359375","7884.8193359375","7884.8193359375","8650.12109375","8650.12109375","8650.12109375","8908.857421875","8908.857421875","8908.857421875","6618.40185546875","6618.40185546875","6618.40185546875"
"29000","6778.93896484375","6778.93896484375","6778.93896484375","6393.8125","6393.8125","6393.8125","7602.5712890625","7602.5712890625","7602.5712890625","7986.1591796875","7986.1591796875","7986.1591796875","8639.7314453125","8639.7314453125","8639.7314453125","8987.54296875","8987.54296875","8987.54296875","6338.064453125","6338.064453125","6338.064453125"
"29100","6766.59765625","6766.59765625","6766.59765625","6310.986328125","6310.986328125","6310.986328125","7583.67919921875","7583.67919921875","7583.67919921875","8064.2294921875","8064.2294921875","8064.2294921875","8741.19140625","8741.19140625","8741.19140625","8949.318359375","8949.318359375","8949.318359375","6634.2138671875","6634.2138671875","6634.2138671875"
"29200","6691.1923828125","6691.1923828125","6691.1923828125","6303.978515625","6303.978515625","6303.978515625","7294.0751953125","7294.0751953125","7294.0751953125","8080.271484375","8080.271484375","8080.271484375","8411.46875","8411.46875","8411.46875","8915.0400390625","8915.0400390625","8915.0400390625","6719.20947265625","6719.20947265625","6719.20947265625"
"29300","6703.4130859375","6703.4130859375","6703.4130859375","6166.59228515625","6166.59228515625","6166.59228515625","7511.96240234375","7511.96240234375","7511.96240234375","8065.333984375","8065.333984375","8065.333984375","8264.84375","8264.84375","8264.84375","8940.548828125","8940.548828125","8940.548828125","6728.83447265625","6728.83447265625","6728.83447265625"
"29400","6675.27880859375","6675.27880859375","6675.27880859375","6377.81494140625","6377.81494140625","6377.81494140625","7475.35498046875","7475.35498046875","7475.35498046875","8031.580078125","8031.580078125","8031.580078125","8413.248046875","8413.248046875","8413.248046875","8978.8173828125","8978.8173828125","8978.8173828125","6771.76318359375","6771.76318359375","6771.76318359375"
"29500","6779.4189453125","6779.4189453125","6779.4189453125","6435.869140625","6435.869140625","6435.869140625","7384.96923828125","7384.96923828125","7384.96923828125","8017.55615234375","8017.55615234375","8017.55615234375","8611.41015625","8611.41015625","8611.41015625","9009.224609375","9009.224609375","9009.224609375","6776.76513671875","6776.76513671875","6776.76513671875"
"29600","6826.8974609375","6826.8974609375","6826.8974609375","6318.03173828125","6318.03173828125","6318.03173828125","7255.06640625","7255.06640625","7255.06640625","8085.32080078125","8085.32080078125","8085.32080078125","8728.93359375","8728.93359375","8728.93359375","9011.525390625","9011.525390625","9011.525390625","6843.4169921875","6843.4169921875","6843.4169921875"
"29700","6723.8798828125","6723.8798828125","6723.8798828125","6225.03515625","6225.03515625","6225.03515625","7384.85986328125","7384.85986328125","7384.85986328125","8085.09765625","8085.09765625","8085.09765625","8570.9453125","8570.9453125","8570.9453125","8972.232421875","8972.232421875","8972.232421875","6826.34130859375","6826.34130859375","6826.34130859375"
"29800","6661.11767578125","6661.11767578125","6661.11767578125","6293.580078125","6293.580078125","6293.580078125","7681.0126953125","7681.0126953125","7681.0126953125","8004.919921875","8004.919921875","8004.919921875","8324.177734375","8324.177734375","8324.177734375","9013.583984375","9013.583984375","9013.583984375","6843.9013671875","6843.9013671875","6843.9013671875"
"29900","6740.9375","6740.9375","6740.9375","6367.5107421875","6367.5107421875","6367.5107421875","7469.45361328125","7469.45361328125","7469.45361328125","8006.1630859375","8006.1630859375","8006.1630859375","8590.400390625","8590.400390625","8590.400390625","8983.431640625","8983.431640625","8983.431640625","6762.4091796875","6762.4091796875","6762.4091796875"
"30000","6662.65380859375","6662.65380859375","6662.65380859375","6338.2548828125","6338.2548828125","6338.2548828125","7493.30810546875","7493.30810546875","7493.30810546875","8016.75390625","8016.75390625","8016.75390625","8489.818359375","8489.818359375","8489.818359375","9010.318359375","9010.318359375","9010.318359375","6312.068359375","6312.068359375","6312.068359375"
"30100","6724.74560546875","6724.74560546875","6724.74560546875","6272.4599609375","6272.4599609375","6272.4599609375","7558.60107421875","7558.60107421875","7558.60107421875","7944.505859375","7944.505859375","7944.505859375","8637.5146484375","8637.5146484375","8637.5146484375","8747.0908203125","8747.0908203125","8747.0908203125","6072.05322265625","6072.05322265625","6072.05322265625"
"30200","6647.9462890625","6647.9462890625","6647.9462890625","6248.77490234375","6248.77490234375","6248.77490234375","7480.529296875","7480.529296875","7480.529296875","7847.8330078125","7847.8330078125","7847.8330078125","8382.1796875","8382.1796875","8382.1796875","8179.783203125","8179.783203125","8179.783203125","6235.10009765625","6235.10009765625","6235.10009765625"
"30300","6671.1123046875","6671.1123046875","6671.1123046875","6226.28173828125","6226.28173828125","6226.28173828125","7324.54248046875","7324.54248046875","7324.54248046875","7973.07861328125","7973.07861328125","7973.07861328125","8483.3759765625","8483.3759765625","8483.3759765625","8147.091796875","8147.091796875","8147.091796875","6668.853515625","6668.853515625","6668.853515625"
"30400","6878.35107421875","6878.35107421875","6878.35107421875","6153.84814453125","6153.84814453125","6153.84814453125","7410.04248046875","7410.04248046875","7410.04248046875","8107.15380859375","8107.15380859375","8107.15380859375","8557.154296875","8557.154296875","8557.154296875","8623.98828125","8623.98828125","8623.98828125","7019.8974609375","7019.8974609375","7019.8974609375"
"30500","6652.119140625","6652.119140625","6652.119140625","6117.0126953125","6117.0126953125","6117.0126953125","7301.64501953125","7301.64501953125","7301.64501953125","8177.4736328125","8177.4736328125","8177.4736328125","8553.11328125","8553.11328125","8553.11328125","9087.990234375","9087.990234375","9087.990234375","7015.6162109375","7015.6162109375","7015.6162109375"
"30600","6792.013671875","6792.013671875","6792.013671875","6213.4443359375","6213.4443359375","6213.4443359375","7456.37255859375","7456.37255859375","7456.37255859375","8173.361328125","8173.361328125","8173.361328125","8537.751953125","8537.751953125","8537.751953125","9343.255859375","9343.255859375","9343.255859375","6823.24072265625","6823.24072265625","6823.24072265625"
"30700","6690.31640625","6690.31640625","6690.31640625","6201.44873046875","6201.44873046875","6201.44873046875","7572.45751953125","7572.45751953125","7572.45751953125","8025.830078125","8025.830078125","8025.830078125","8564.9501953125","8564.9501953125","8564.9501953125","9375.080078125","9375.080078125","9375.080078125","6843.67919921875","6843.67919921875","6843.67919921875"
"30800","6639.33251953125","6639.33251953125","6639.33251953125","6255.462890625","6255.462890625","6255.462890625","7322.13134765625","7322.13134765625","7322.13134765625","8006.89501953125","8006.89501953125","8006.89501953125","8041.5283203125","8041.5283203125","8041.5283203125","9249.5078125","9249.5078125","9249.5078125","6881.81494140625","6881.81494140625","6881.81494140625"
